"idx","AID","address"
45349,"A894063","8585 Scotland Well Drive in Austin (TX)"
45350,"A894072","8500 Sh 71 in Austin (TX)"
45351,"A894101","5104 Heflin Ln in Austin (TX)"
45352,"A894102","Austin (TX)"
45353,"A894113","7000 Montana in Austin (TX)"
45354,"A894114","6406 Sandshof Dr in Austin (TX)"
45355,"A894140","2020 Boyds Way in Austin (TX)"
45356,"A894151","7000 Montana Street in Austin (TX)"
45357,"A894152","15202 Pocmont Trl in Travis (TX)"
45358,"A894153","5602 Pociana Drive in Austin (TX)"
45359,"A894155","Colonial Park Blvd in Austin (TX)"
45360,"A894161","Austin (TX)"
45361,"A894167","Austin (TX)"
45362,"A894168","Austin (TX)"
45363,"A894169","9475 United States East Highway 290 in Austin (TX)"
45364,"A894171","Austin (TX)"
45365,"A894174","Austin (TX)"
45366,"A894175","Austin (TX)"
45367,"A894177","Austin (TX)"
45368,"A894178","Austin (TX)"
45369,"A894179","Northeast Dr in Austin (TX)"
45370,"A894180","14815 Johnson Road Trail in Manor (TX)"
45371,"A894181","Springdale And Ledesma in Austin (TX)"
45372,"A894185","Cadillac Dr in Austin (TX)"
45373,"A894186","Reicher And Hycreek Drive in Austin (TX)"
45374,"A894187","Austin (TX)"
45375,"A894188","Austin (TX)"
45376,"A894189","Austin (TX)"
45377,"A894190","Austin (TX)"
45378,"A894191","Austin (TX)"
45379,"A894192","Austin (TX)"
45380,"A894199","St Johns Ave And Ih 35 in Austin (TX)"
45381,"A894208","5700 East Riverside Drive in Austin (TX)"
45382,"A894209","2914 Aftonshire Way in Austin (TX)"
45383,"A894219","Austin (TX)"
45384,"A894220","4733 Castleman Dr in Austin (TX)"
45385,"A894222","91 Rainy St in Austin (TX)"
45386,"A894223","9300 South Park Meadows in Austin (TX)"
45387,"A894224","3016 E 14Th And One Half Street in Austin (TX)"
45388,"A894226","7201 Levander Loop in Austin (TX)"
45389,"A894229","1840 Burton Dr in Austin (TX)"
45390,"A894233","816 West 12Th Street in Austin (TX)"
45391,"A894237","8Th St in Austin (TX)"
45392,"A894244","3500 South Congress Avenue in Austin (TX)"
45393,"A894250","5701 York Bridge Circle in Austin (TX)"
45394,"A894256","Austin (TX)"
45395,"A894257","Austin (TX)"
45396,"A894260","Austin (TX)"
45397,"A894262","Austin (TX)"
45398,"A894263","Austin (TX)"
45399,"A894265","Austin (TX)"
45400,"A894265","Austin (TX)"
45401,"A894266","Austin (TX)"
45402,"A894281","1112 Richardine Ave in Austin (TX)"
45403,"A894282","16316 Edgemere Dr in Pflugerville (TX)"
45404,"A894286","8104 Taza Trail in Austin (TX)"
45405,"A894287","8104 Taza Trail in Austin (TX)"
45406,"A894289","Austin (TX)"
45407,"A894293","Austin (TX)"
45408,"A894294","Austin (TX)"
45409,"A894295","Austin (TX)"
45410,"A894297","14000 Dessau Rd in Travis (TX)"
45411,"A894298","Austin (TX)"
45412,"A894301","2417 Wood Chase Trl in Austin (TX)"
45413,"A894304","1515 Grove Blvd in Austin (TX)"
45414,"A894304","1515 Grove Blvd in Austin (TX)"
45415,"A894306","Austin (TX)"
45416,"A894312","12625 N Interstate Hwy 35 in Austin (TX)"
45417,"A894314","Austin (TX)"
45418,"A894315","Austin (TX)"
45419,"A894316","Austin (TX)"
45420,"A894317","9500 Jollyville Road in Austin (TX)"
45421,"A894318","7601 Daffan Lane in Travis (TX)"
45422,"A894318","Austin (TX)"
45423,"A894324","45 Sw Trail in Austin (TX)"
45424,"A894326","Austin (TX)"
45425,"A894327","Austin (TX)"
45426,"A894331","11441 N Ih 35 Svrd in Austin (TX)"
45427,"A894333","11441 N Ih 35 Svrd in Austin (TX)"
45428,"A894345","Austin (TX)"
45429,"A894347","7700 Northcrest Blvd in Austin (TX)"
45430,"A894351","Springdale Rd & Airport Blvd in Austin (TX)"
45431,"A894355","1713 Arial Dr in Austin (TX)"
45432,"A894356","1713 Arial Dr in Austin (TX)"
45433,"A894357","1713 Arial Dr in Austin (TX)"
45434,"A894358","2803 Loyola Ln in Austin (TX)"
45435,"A894360","Travis (TX)"
45436,"A894361","Travis (TX)"
45437,"A894362","1110 Windy Trail in Austin (TX)"
45438,"A894365","1110 Windy Trail in Austin (TX)"
45439,"A894367","1110 Windy Trail in Austin (TX)"
45440,"A894368","1110 Windy Trail in Austin (TX)"
45441,"A894378","6518 Ed Bluestein Blvd in Austin (TX)"
45442,"A894379","6518 Ed Bluestein Blvd in Austin (TX)"
45443,"A894381","110 Kimblie Ln in Austin (TX)"
45444,"A894389","Carson Creek Blvd And Warrior Ln in Austin (TX)"
45445,"A894397","12104 Briarcreek in Travis (TX)"
45446,"A894400","9600 East Us Highway 290 Eastbound in Austin (TX)"
45447,"A894401","7311 Blessing in Austin (TX)"
45448,"A894403","8800 North Ih35 in Austin (TX)"
45449,"A894405","6808 S Ih 35 in Austin (TX)"
45450,"A894406","Austin (TX)"
45451,"A894407","Austin (TX)"
45452,"A894408","6428 S Ih35 in Austin (TX)"
45453,"A894410","3500 South Congress Avenue in Austin (TX)"
45454,"A894411","3500 South Congress Avenue in Austin (TX)"
45455,"A894414","1238 N Lamar Blvd in Austin (TX)"
45456,"A894416","1425 E Yager Ln in Austin (TX)"
45457,"A894417","2106 Jesse Owens Drive in Austin (TX)"
45458,"A894422","E Howard Ln And Dessau Rd in Austin (TX)"
45459,"A894423","Coulver Rd And 4625 Fm in Austin (TX)"
45460,"A894425","14938 Swiss Dr in Travis (TX)"
45461,"A894426","14938 Swiss Dr in Travis (TX)"
45462,"A894427","14938 Swiss Dr in Travis (TX)"
45463,"A894428","14938 Swiss Dr in Travis (TX)"
45464,"A894429","14938 Swiss Dr in Travis (TX)"
45465,"A894431","3411 Minnie St in Austin (TX)"
45466,"A894432","3411 Minnie St in Austin (TX)"
45467,"A894435","9309 Elroy Road in Travis (TX)"
45468,"A894436","9309 Elroy Road in Travis (TX)"
45469,"A894437","9309 Elroy Road in Travis (TX)"
45470,"A894441","12508 Esplanade St in Austin (TX)"
45471,"A894442","6001 Menchaca Road in Austin (TX)"
45472,"A894444","2300 E Slaughter in Austin (TX)"
45473,"A894456","6011 Oakclaire Drive in Austin (TX)"
45474,"A894467","7201 Levander Loop in Austin (TX)"
45475,"A894468","503 East Fawnridge Drive in Austin (TX)"
45476,"A894471","300 Chicon St in Austin (TX)"
45477,"A894471","Austin (TX)"
45478,"A894471","Austin (TX)"
45479,"A894472","2408 Santa Maria St in Austin (TX)"
45480,"A894478","615 E Wonsley Dr in Austin (TX)"
45481,"A894479","615 E Wonsley Dr in Austin (TX)"
45482,"A894488","117 San Jacinto Blvd in Austin (TX)"
45483,"A894504","206 Craigmont Dr in Austin (TX)"
45484,"A894512","9320 Austin International Airport in Austin (TX)"
45485,"A894514","1201 Barbara Jordan Blvd in Austin (TX)"
45486,"A894520","Austin (TX)"
45487,"A894521","Austin (TX)"
45488,"A894522","Austin (TX)"
45489,"A894523","Austin (TX)"
45490,"A894534","12207 Brigadoon Ln in Austin (TX)"
45491,"A894539","N Bluff Dr in Austin (TX)"
45492,"A894540","Rutlan And North Lamar in Austin (TX)"
45493,"A894541","2439 Town Lake Circle in Austin (TX)"
45494,"A894547","6200 Stiles Cove in Austin (TX)"
45495,"A894556","2022 East Slaughter in Austin (TX)"
45496,"A894556","Austin (TX)"
45497,"A894567","8038 Exchange Drive in Austin (TX)"
45498,"A894571","5008 Rowena Avenue Unit A in Austin (TX)"
45499,"A894572","5008 Rowena Avenue Unit A in Austin (TX)"
45500,"A894574","3807 N Interstate Hwy 35 in Austin (TX)"
45501,"A894574","Bratton Lane And Grand Avenue Parkway in Austin (TX)"
45502,"A894583","11300 Oakwood Dr in Austin (TX)"
45503,"A894584","11300 Oakwood Dr in Austin (TX)"
45504,"A894594","3413 Galesburg Dr in Austin (TX)"
45505,"A894597","11006 Amblewood Way in Austin (TX)"
45506,"A894598","10225 Grizzly Oak Dr in Austin (TX)"
45507,"A894604","17127 Rocky Ridge Rd in Austin (TX)"
45508,"A894605","15202 Pocmont Trail in Travis (TX)"
45509,"A894607","12024 Manchaca Rd in Austin (TX)"
45510,"A894612","11100 Presque Isle Terrace in Travis (TX)"
45511,"A894616","5800 Jfk Drive in Travis (TX)"
45512,"A894620","Austin (TX)"
45513,"A894623","12750 Lapoyner St in Travis (TX)"
45514,"A894626","2512 E Riverside Dr in Austin (TX)"
45515,"A894632","12424 Research Blvd in Austin (TX)"
45516,"A894641","1008 Grey Castle in Travis (TX)"
45517,"A894642","911 W Anderson Ln in Austin (TX)"
45518,"A894646","12601 Riata Trace Parkway in Austin (TX)"
45519,"A894646","Austin (TX)"
45520,"A894655","6512 Stonleigh Place in Austin (TX)"
45521,"A894677","4434 Frontier Trail in Austin (TX)"
45522,"A894697","Austin (TX)"
45523,"A894703","801 North Bluff Dr in Austin (TX)"
45524,"A894704","5311 Martin Avenue in Austin (TX)"
45525,"A894705","5311 Martin Avenue in Austin (TX)"
45526,"A894706","5311 Martin Avenue in Austin (TX)"
45527,"A894708","8300 North Ih 35 in Austin (TX)"
45528,"A894716","Travis (TX)"
45529,"A894717","3000 Shoreline Dr in Travis (TX)"
45530,"A894719","6121 Tiner Trail in Austin (TX)"
45531,"A894732","Austin (TX)"
45532,"A894733","Austin (TX)"
45533,"A894734","5303 Ledesma Rd in Austin (TX)"
45534,"A894735","8209 Shenandoah in Austin (TX)"
45535,"A894735","Austin (TX)"
45536,"A894737","Austin (TX)"
45537,"A894757","7901 Metropolis Drive in Austin (TX)"
45538,"A894758","1434 Wells Branch Pkwy in Austin (TX)"
45539,"A894758","Austin (TX)"
45540,"A894761","W Ceasar Chavez in Austin (TX)"
45541,"A894766","Austin (TX)"
45542,"A894771","11012 Harris Branch Parkway in Austin (TX)"
45543,"A894772","14109 Cedar Rdg in Travis (TX)"
45544,"A894773","14109 Cedar Rdg in Travis (TX)"
45545,"A894774","14109 Cedar Rdg in Travis (TX)"
45546,"A894775","14109 Cedar Rdg in Travis (TX)"
45547,"A894776","14109 Cedar Rdg in Travis (TX)"
45548,"A894777","14109 Cedar Rdg in Travis (TX)"
45549,"A894778","14109 Cedar Rdg in Travis (TX)"
45550,"A894779","14109 Cedar Rdg in Travis (TX)"
45551,"A894780","14109 Cedar Rdg in Travis (TX)"
45552,"A894781","14109 Cedar Rdg in Travis (TX)"
45553,"A894783","8515 S Ih35 Nb Unit 17102 in Austin (TX)"
45554,"A894786","Austin (TX)"
45555,"A894788","1601 Slaughter in Travis (TX)"
45556,"A894789","4300 Nitschke Street in Austin (TX)"
45557,"A894794","Riverside And Pleasant Valley Rd in Austin (TX)"
45558,"A894800","863 Airport Blvd in Austin (TX)"
45559,"A894801","863 Airport Blvd in Austin (TX)"
45560,"A894802","Austin (TX)"
45561,"A894803","Austin (TX)"
45562,"A894804","Austin (TX)"
45563,"A894805","Austin (TX)"
45564,"A894809","E Cesar Chavez St And Chalmers Ave in Austin (TX)"
45565,"A894809","Austin (TX)"
45566,"A894827","20400 Quiet Oaks Lane in Travis (TX)"
45567,"A894829","9807 Kendall Dr in Austin (TX)"
45568,"A894830","Kendall Dr in Austin (TX)"
45569,"A894835","Texas 130 Service Rd And State Hwy 71 in Travis (TX)"
45570,"A894836","White Oak Drive in Austin (TX)"
45571,"A894836","Outside Jurisdiction"
45572,"A894836","Outside Jurisdiction"
45573,"A894840","15701 Oglethorpe Dr in Austin (TX)"
45574,"A894841","Riverside And Grove Blvd in Austin (TX)"
45575,"A894843","6294 Plains Crest Drive in Travis (TX)"
45576,"A894846","Johnny Morris Rd And Loyola Ln in Austin (TX)"
45577,"A894847","Johnny Morris Rd And Loyola Ln in Austin (TX)"
45578,"A894851","2900 Sunridge Dr in Austin (TX)"
45579,"A894855","Us 183 And E 51St St in Austin (TX)"
45580,"A894858","2101 E Cesar Chavez St in Austin (TX)"
45581,"A894859","2101 E Cesar Chavez St in Austin (TX)"
45582,"A894860","2101 E Cesar Chavez St in Austin (TX)"
45583,"A894861","2101 E Cesar Chavez St in Austin (TX)"
45584,"A894862","2101 E Cesar Chavez St in Austin (TX)"
45585,"A894873","5007 Tabletop Trail in Austin (TX)"
45586,"A894878","Austin (TX)"
45587,"A894884","7725 Croftwood Dr in Austin (TX)"
45588,"A894885","6033 Signal Pt in Austin (TX)"
45589,"A894895","10525 Wildhorse Ranch in Travis (TX)"
45590,"A894896","2901 Manor in Austin (TX)"
45591,"A894897","6600 S Mopac in Austin (TX)"
45592,"A894903","Bluebonnet And Collier in Austin (TX)"
45593,"A894904","2701 West William Cannon in Austin (TX)"
45594,"A894910","15113 Shell Bark Cv in Austin (TX)"
45595,"A894912","6408 Orange Blossom Way in Austin (TX)"
45596,"A894913","6408 Orange Blossom Way in Austin (TX)"
45597,"A894928","10802 San Jose Ave in Travis (TX)"
45598,"A894929","10802 San Jose Ave in Travis (TX)"
45599,"A894930","10802 San Jose Ave in Travis (TX)"
45600,"A894931","10802 San Jose Ave in Travis (TX)"
45601,"A894937","Austin (TX)"
45602,"A894939","2015 West Loop in Austin (TX)"
45603,"A894940","9205 Quail Cove in Austin (TX)"
45604,"A894941","2101 Elmont Drive in Austin (TX)"
45605,"A894942","2101 Elmont Drive in Austin (TX)"
45606,"A894943","1300 S Pleasant Valley Rd in Austin (TX)"
45607,"A894943","Austin (TX)"
45608,"A894953","Us Hwy 183 And Vemom Rd in Austin (TX)"
45609,"A894953","8712 Old Manor Rd in Travis (TX)"
45610,"A894965","8703 Parkfield Drive in Austin (TX)"
45611,"A894968","3101 Shoreline Blvd in Travis (TX)"
45612,"A894969","Austin (TX)"
45613,"A894972","1881 Grove Blvd in Austin (TX)"
45614,"A894973","1207 W 51St St in Austin (TX)"
45615,"A894974","67 Walker Street in Austin (TX)"
45616,"A894979","Manor And Walnut Drive in Austin (TX)"
45617,"A894981","2115 South Lamar in Austin (TX)"
45618,"A894985","7421 Cordoba Drive in Austin (TX)"
45619,"A894988","1600 Grove Blvd in Austin (TX)"
45620,"A894989","Austin (TX)"
45621,"A894989","5632 Toscana in Austin (TX)"
45622,"A894990","Austin (TX)"
45623,"A894995","Austin (TX)"
45624,"A894995","7313 Bethude Ave in Austin (TX)"
45625,"A894997","Austin (TX)"
45626,"A894998","601 West Braker in Austin (TX)"
45627,"A895006","Travis (TX)"
45628,"A895009","12928 Dionysus Drive in Austin (TX)"
45629,"A895010","12928 Dionysus Drive in Austin (TX)"
45630,"A895013","State Hwy 71 And Del Valle St in Travis (TX)"
45631,"A895014","11708 Morning View Drive in Travis (TX)"
45632,"A895015","1012 Arthur Stiles Rd in Austin (TX)"
45633,"A895020","5804 Knoll Pines Pass in Austin (TX)"
45634,"A895021","5804 Knoll Pines Pass in Austin (TX)"
45635,"A895023","Austin (TX)"
45636,"A895027","117 William Cannon Dr in Austin (TX)"
45637,"A895028","Austin (TX)"
45638,"A895029","9300 Morin Drive in Travis (TX)"
45639,"A895031","3901 Guadalupe in Austin (TX)"
45640,"A895032","3901 Guadalupe in Austin (TX)"
45641,"A895041","1705 Frontier Valley Drive in Austin (TX)"
45642,"A895056","1200 Montopolis Drive in Austin (TX)"
45643,"A895057","1200 Montopolis Drive in Austin (TX)"
45644,"A895063","8312 Ih 35 in Austin (TX)"
45645,"A895068","Austin (TX)"
45646,"A895069","2005 Uphill Ln in Austin (TX)"
45647,"A895073","901 E 5Th St in Austin (TX)"
45648,"A895075","Austin (TX)"
45649,"A895079","12330 Metric Blvd in Austin (TX)"
45650,"A895080","12330 Metric Blvd in Austin (TX)"
45651,"A895081","12330 Metric Blvd in Austin (TX)"
45652,"A895086","5804 Knoll Pines Pass in Austin (TX)"
45653,"A895087","5804 Knoll Pines Pass in Austin (TX)"
45654,"A895088","2250 Ridgepoint in Austin (TX)"
45655,"A895090","12330 Metric Blvd in Austin (TX)"
45656,"A895091","12330 Metric Blvd in Austin (TX)"
45657,"A895094","2250 Ridgepoint in Austin (TX)"
45658,"A895095","15204 Spruce Frost Cv in Travis (TX)"
45659,"A895099","427 Marlock Rdg in Travis (TX)"
45660,"A895128","Quick Stream  Drive And Trace Creek Pass in Austin (TX)"
45661,"A895129","Quick Stream  Drive And Trace Creek Pass in Austin (TX)"
45662,"A895130","9301 Hog Eye Rd in Austin (TX)"
45663,"A895131","3305 Wickman Ln in Austin (TX)"
45664,"A895132","2707 Halcyon Drive in Austin (TX)"
45665,"A895132","Austin (TX)"
45666,"A895135","Austin (TX)"
45667,"A895146","Sojourner St And Sarah Ann Dr in Travis (TX)"
45668,"A895149","1704 Nelms Dr in Austin (TX)"
45669,"A895150","1704 Nelms Dr in Austin (TX)"
45670,"A895155","17127 Rocky Ridge Rd in Austin (TX)"
45671,"A895156","17127 Rocky Ridge Rd in Austin (TX)"
45672,"A895157","Woodhue Drive in Austin (TX)"
45673,"A895177","1000 Daphne in Austin (TX)"
45674,"A895183","2203 Ohlen in Austin (TX)"
45675,"A895185","2203 Ohlen in Austin (TX)"
45676,"A895186","2203 Ohlen in Austin (TX)"
45677,"A895187","2203 Ohlen in Austin (TX)"
45678,"A895188","2203 Ohlen in Austin (TX)"
45679,"A895189","2203 Ohlen in Austin (TX)"
45680,"A895194","5803 Bitterwood Dr in Austin (TX)"
45681,"A895196","5803 Bitterwood Dr in Austin (TX)"
45682,"A895197","5803 Bitterwood Dr in Austin (TX)"
45683,"A895198","5803 Bitterwood Dr in Austin (TX)"
45684,"A895199","5803 Bitterwood Dr in Austin (TX)"
45685,"A895200","5803 Bitterwood Dr in Austin (TX)"
45686,"A895202","Onion Creek Park in Austin (TX)"
45687,"A895203","Onion Creek Park in Austin (TX)"
45688,"A895204","Onion Creek Park in Austin (TX)"
45689,"A895205","Onion Creek Park in Austin (TX)"
45690,"A895208","8604 Fm 969 in Austin (TX)"
45691,"A895211","710 W Cesar Chavez St in Austin (TX)"
45692,"A895212","Wells Branch Parkway in Travis (TX)"
45693,"A895230","15811 Giese Lane in Austin (TX)"
45694,"A895237","12001 Metric Blvd in Austin (TX)"
45695,"A895241","5725 East Parmer Lane in Travis (TX)"
45696,"A895245","6201 Hogan Ave in Travis (TX)"
45697,"A895248","24000 Nameless Road in Travis (TX)"
45698,"A895249","Del Valle in Travis (TX)"
45699,"A895260","13414 Harrisglen Drive in Austin (TX)"
45700,"A895267","1500 Red River in Austin (TX)"
45701,"A895284","17006 Hayride Circle in Travis (TX)"
45702,"A895285","17006 Hayride Circle in Travis (TX)"
45703,"A895286","17006 Hayride Circle in Travis (TX)"
45704,"A895287","17006 Hayride Circle in Travis (TX)"
45705,"A895288","17006 Hayride Circle in Travis (TX)"
45706,"A895299","Travis (TX)"
45707,"A895305","21316 Blake Manor Road in Travis (TX)"
45708,"A895325","Austin (TX)"
45709,"A895326","Austin (TX)"
45710,"A895327","1706  Demaret St in Travis (TX)"
45711,"A895327","Travis (TX)"
45712,"A895328","1706  Barbergate St in Travis (TX)"
45713,"A895329","8104 Taza Trail in Austin (TX)"
45714,"A895330","8104 Taza Trail in Austin (TX)"
45715,"A895331","8104 Taza Trail in Austin (TX)"
45716,"A895335","14011 Owen Tech in Travis (TX)"
45717,"A895339","1123 Airport And Springdale in Austin (TX)"
45718,"A895343","Onion Creek Drive in Austin (TX)"
45719,"A895346","23006 Hog Eye Rd in Travis (TX)"
45720,"A895348","7509 N Interstate Hwy 35 in Austin (TX)"
45721,"A895349","23305 Big Sandy Drive in Leander (TX)"
45722,"A895352","23305 Big Sandy Drive in Leander (TX)"
45723,"A895357","Austin (TX)"
45724,"A895358","Austin (TX)"
45725,"A895365","4114 Todd Lane in Austin (TX)"
45726,"A895367","2101 Elmont Dr in Austin (TX)"
45727,"A895368","2101 Elmont Dr in Austin (TX)"
45728,"A895369","2101 Elmont Dr in Austin (TX)"
45729,"A895370","2101 Elmont Dr in Austin (TX)"
45730,"A895374","9605 North Creek Drive in Austin (TX)"
45731,"A895380","Old Koenig Lane And Sunshine Dr in Austin (TX)"
45732,"A895382","6401 South 1St Street in Austin (TX)"
45733,"A895385","12544 Riatta Vista Circle in Austin (TX)"
45734,"A895385","Austin (TX)"
45735,"A895386","12544 Riatta Vista Circle in Austin (TX)"
45736,"A895388","12000 S Ih 35 in Austin (TX)"
45737,"A895390","2439 Town Lake Circle in Austin (TX)"
45738,"A895394","413 Navasota St Apt 413 in Austin (TX)"
45739,"A895400","413 Navasota St Apt 413 in Austin (TX)"
45740,"A895402","Bradshaw Road And Zachary Scott Street in Austin (TX)"
45741,"A895404","16508 North Fm 973 in Travis (TX)"
45742,"A895409","2400 East 6Th St in Austin (TX)"
45743,"A895411","11606 N Lamar Blvd in Austin (TX)"
45744,"A895413","15423 Trumpet Dr in Austin (TX)"
45745,"A895426","8505 Steamline Circle in Austin (TX)"
45746,"A895427","5225 Jain Ln in Austin (TX)"
45747,"A895439","7201 Levander Loop in Austin (TX)"
45748,"A895442","3000 Oakspring Dr in Austin (TX)"
45749,"A895447","Aldrich St And Garcia St in Austin (TX)"
45750,"A895452","8104 Taza Trail in Austin (TX)"
45751,"A895453","8104 Taza Trail in Austin (TX)"
45752,"A895458","Austin (TX)"
45753,"A895459","Austin (TX)"
45754,"A895460","Austin (TX)"
45755,"A895461","Austin (TX)"
45756,"A895462","Austin (TX)"
45757,"A895463","Austin (TX)"
45758,"A895470","1015 Lott Ave in Austin (TX)"
45759,"A895472","6312 Arbor Crest in Austin (TX)"
45760,"A895474","Austin (TX)"
45761,"A895478","2300 Spirit Of Texas Dr in Austin (TX)"
45762,"A895480","427 Marlock Ridge in Travis (TX)"
